ID$,SHAPE$,LEFT$,TOP$,RIGHT$,BOTTOM$,廧強1,廧強2,廧強3,揹榖,FAX,棙梡帪娫,奒悢,掕媥擔,挀幵応,晘抧撪偺忬嫷偍傛傃巤愝擖岥,桿摫巤愝,埬撪愝旛,徃崀愝旛,僩僀儗,岞廜揹榖,偦偺懠偺愝旛,旛峫,僇僥僑儕乕
31892,1135.25837492598734.2058983988929,135.258374925987,34.2058983988929,135.258374925987,34.2058983988929,榓壧嶳導,榓壧嶳巗,栘枍係侾亅侾,侽俈俁亅係俋俈亅俆俉侽侽,,9:00乣12:00丄16:00乣19:00,抧忋侾奒 ,栘丒搚丗屵屻媥恌丄擔丒嵳擔,仢堦斒挀幵応丂桳傝丗俋戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,,,,仢梞幃戝曋強丂桳傝丗侾売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,乮仢幵堉巕偺忢旛丂桳傝丗侾戜乮墱偺帯椕幒乯,,堛椕巤愝
31893,1135.2222759391934.2665312925391,135.22227593919,34.2665312925391,135.22227593919,34.2665312925391,榓壧嶳導,榓壧嶳巗,晎拞侾侽俆亅侾,侽俈俁亅係俇係亅侽俈俈侽,,24帪娫,抧忋侾奒 ,柍偟,仢堦斒挀幵応丂桳傝丗侾侾戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜乮昗幆側偟乯,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝<br>仢懠偺桿摫愝旛丗僀儞僞乕儂儞,仢堦斒埬撪丂桳傝,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮帠柋強傛傝楲壓傪嫴傒惓柺乯<br>仢梞幃戝曋強丂桳傝丗係売強<br>仢庤偡傝晅曋強丂桳傝丗俀売強,,仢幵堉巕偺忢旛丂桳傝丗俀戜乮惓柺尯娭傛傝怘摪傊擖傝嵍嬿乯<br>仢梺幒乮幵堉巕梡乯丂桳傝,,暥壔巤愝
31894,1135.30918668440634.1697447057473,135.309186684406,34.1697447057473,135.309186684406,34.1697447057473,榓壧嶳導,奀憪孲,婭旤栰挰摦栘363斣抧侾,侽俈俁亅係俉俋亅俀係俁侽,,抧嬫偱棙梡帪,抧忋侾奒 ,掕傔柍偟,仢堦斒挀幵応丂桳傝丗俁戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,仢桿摫僽儘僢僋丂桳傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強<br>仢梞幃戝曋強丂桳傝丗俀売強,,,,暥壔巤愝
31895,1135.30659899760134.1567164015007,135.306598997601,34.1567164015007,135.306598997601,34.1567164015007,榓壧嶳導,奀憪孲,婭旤栰挰壓嵅乆帤拞媑尒1752斣抧侾,侽俈俁亅係俉俋亅俀係俁侽,,抧嬫偱棙梡帪,抧忋侾奒 ,掕傔柍偟,仢堦斒挀幵応丂桳傝丗侾係戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,仢桿摫僽儘僢僋丂桳傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強<br>仢梞幃戝曋強丂桳傝丗俀売強,,,,暥壔巤愝
31896,1135.29551933264234.2730404163926,135.295519332642,34.2730404163926,135.295519332642,34.2730404163926,榓壧嶳導,娾弌巗,嬥抮俈侾亅俀,侽俈俁俇亅俇俁亅俇俁俇俁,,俋丗俁侽乣俀俁丗侽侽,抧忋俀奒 ,枅廡寧梛丂擭枛擭巒丂杶丂GW,仢堦斒挀幵応丂桳傝丗俇俀戜乮戞2挀幵応68戜乯<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,仢桿摫僽儘僢僋丂桳傝<br>仢懠偺桿摫愝旛丗僀儞僞乕儂儞,仢堦斒埬撪丂桳傝,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強<br>仢梞幃戝曋強丂桳傝丗俇売強,,仢幵堉巕偺忢旛丂桳傝丗侾戜乮侾奒僩僀儗慜偵忢旛乯,仸忈奞幰梡曋強丗侾奒偼巤愝擖偭偰嵍懁 庴晅偺岦懁丄俀奒偼儅僔儞僕儉晅嬤偵偁傝傑偡丅,偦偺懠
31897,1135.33302971373834.2563359417878,135.333029713738,34.2563359417878,135.333029713738,34.2563359417878,榓壧嶳導,娾弌巗,壀揷帤忋栰俇俋俆亅侾,侽俈俁俇亅俇俋亅俆俆俆係,,24帪娫,抧忋俁奒 ,側偟,仢堦斒挀幵応丂桳傝丗俀侾戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝<br>仢懠偺桿摫愝旛丗僀儞僞乕儂儞,仢堦斒埬撪丂桳傝,仢忈奞幰梡僄儗儀乕僞乕丂桳傝乮掅埵抲憖嶌斦丒揰帤昞帵丒壒惡埬撪乯,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾俀売強<br>仢梞幃戝曋強丂桳傝丗俇売強,,,仸忈奞幰梡曋強丗1奒偼尯娭偺惓柺偲EV晅嬤偺俀売強丄俀奒丒俁奒偼EV崀傝偰偡偖塃懁丅,暥壔巤愝
31898,1135.3505734957234.2219822938949,135.35057349572,34.2219822938949,135.35057349572,34.2219822938949,榓壧嶳導,婭偺愳巗,搷嶳挰嵟忋俉俈俁,侽俈俁俇亅俇俈亅俈俈俈俈,,-,抧忋侾奒 ,-,仢堦斒挀幵応丂桳傝丗俆俀戜<br>仢忈奞幰梡挀幵応丂桳傝丗俀戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝,仢堦斒埬撪丂桳傝,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗俈売強<br>仢梞幃戝曋強丂桳傝丗係売強,,仢幵堉巕偺忢旛丂桳傝丗5戜乮楲壓丄尯娭乯,仸忈奞幰梡曋強丗巤愝擖偭偰墱偵恑傒楲壓偺嵍懁偵偁傝傑偡乮悀朳晅嬤乯丅,暥壔巤愝
31899,1135.30642334175634.2609112066315,135.306423341756,34.2609112066315,135.306423341756,34.2609112066315,榓壧嶳導,娾弌巗,惣栰俀俆,侽俈俁俇亅俇侾亅俈係侾侾,,侾侽丗侽侽乣俀侾丗侽侽,抧忋侾奒 ,柍媥,仢堦斒挀幵応丂桳傝丗侾俀俋戜<br>仢忈奞幰梡挀幵応丂桳傝丗俁戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝,仢堦斒埬撪丂桳傝,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強<br>仢梞幃戝曋強丂桳傝丗係売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強<br>仢僆僗僩儊僀僩懳墳曋強 桳傝<br>仢儀價乕僠僃傾 桳傝<br>仢儀價乕儀僢僪 桳傝<br>丂仸1奒擖岥嵍懁,,仢庼擕幒丂桳傝丗侾幒,,戝婯柾彫攧揦曑
31901,1135.60098654832134.3112615454962,135.600986548321,34.3112615454962,135.600986548321,34.3112615454962,榓壧嶳導,嫶杮巗,巗榚4挌栚5-10,侽俈俁俇亅俁俀亅侾俆俆俆,,侾侽丗侽侽乣俀俁丗侽侽,抧忋侾奒 ,擭拞柍媥,仢堦斒挀幵応丂桳傝丗俀侾俇戜<br>仢忈奞幰梡挀幵応丂桳傝丗俆戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮揦撪偵擖傝丄偡偖塃懁偵偁傞乯<br>仢梞幃戝曋強丂桳傝丗侾侾売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,,,偦偺懠
31902,1135.57694011017334.3087090156346,135.576940110173,34.3087090156346,135.576940110173,34.3087090156346,榓壧嶳導,嫶杮巗,崅栰岥挰暁尨818斣抧,侽俈俁俇亅係俁亅俀俁俆侾,,暯擔丗10:15乣21:00丂搚擔廽丗10:00乣21:00,抧忋俀奒 ,側偟,仢堦斒挀幵応丂桳傝丗侾侽俀戜<br>仢忈奞幰梡挀幵応丂桳傝丗俁戜乮侾F俀戜丄俀F侾戜乯,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝,仢堦斒埬撪丂桳傝,仢忈奞幰梡僄儗儀乕僞乕丂桳傝乮掅埵抲憖嶌斦丒揰帤昞帵丒壒惡埬撪乯,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強<br>仢梞幃戝曋強丂桳傝丗係売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強<br>仢僆僗僩儊僀僩懳墳曋強 桳傝<br>仢儀價乕僠僃傾 桳傝<br>仢儀價乕儀僢僪 桳傝<br>丂仸揦撪偵擖傝丄偡偖塃懁偵偁傞,,仢庼擕幒丂桳傝丗侾幒,,戝婯柾彫攧揦曑
31903,1135.65057832550134.3335670126214,135.650578325501,34.3335670126214,135.650578325501,34.3335670126214,榓壧嶳導,嫶杮巗,嬿揷挰悅堜130斣抧偺侾,侽俈俁俇亅俁俁亅俁俀侽侽,,俋丗侽侽乣侾俆丗侽侽,抧忋侾奒 ,搚梛丒擔梛丒廽嵳擔,仢堦斒挀幵応丂桳傝丗俀俈戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝<br>仢懠偺桿摫愝旛丗桿摫僽儘僢僋偵懼偊偨僀儞僞乕儂儞,仢堦斒埬撪丂桳傝<br>仢揰帤埬撪丂桳傝乮桿摫僽儘僢僋偵懼偊偨僀儞僞乕儂儞晹暘偵桳傝乯,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮揦撪擖傝丄墱偵恑傒庴晅偺塃懁墱偵偁傞乯<br>仢梞幃戝曋強丂桳傝丗侾売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,,,嬥梈婡娭_梄曋嬊
31904,1135.55144216421634.3037696912396,135.551442164216,34.3037696912396,135.551442164216,34.3037696912396,榓壧嶳導,嫶杮巗,崅栰岥挰戝帤柤憅俀俀俇,侽俈俁俇亅係俀亅俀侽俇侾,,俉丗俁侽乣侾俈丗俁侽,抧忋俀奒 ,搚擔丄廽擔丒擭枛擭巒,仢堦斒挀幵応丂桳傝丗侾侽戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮巤愝偵擖傝偡偖嵍懁偵偁傞乯<br>仢梞幃戝曋強丂桳傝丗侾売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,,,暥壔巤愝
31905,1135.55505415798234.3025452812911,135.555054157982,34.3025452812911,135.555054157982,34.3025452812911,榓壧嶳導,嫶杮巗,崅栰岥挰柤憅侾俉俇亅侾,侽俈俁俇亅係俀亅俀侾侾俈,,俋丗侽侽乣侾俀丗侽侽丂侾俇丗侽侽乣侾俉丗俁侽,抧忋俀奒 ,擔廽擔丄悈丒搚偺屵屻,仢堦斒挀幵応丂桳傝丗俋戜<br>仢忈奞幰梡挀幵応丂桳傝丗俀戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢懠偺桿摫愝旛丗僀儞僞乕儂儞,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮擖岥偺偡偖塃懁偵偁傞乯<br>仢梞幃戝曋強丂桳傝丗侾売強,,,,堛椕巤愝
31906,1135.58345620987334.3056740737332,135.583456209873,34.3056740737332,135.583456209873,34.3056740737332,榓壧嶳導,嫶杮巗,娸忋俀俁亅侾,侽俈俁俇亅俁係亅侾俀俆俆,,俋丗侽侽乣侾俀丗侽侽丂侾俁丗俁侽乣侾俇丗侽侽,抧忋侾奒 ,搚擔廽擔丄悈梛丒栘梛偺屵屻,仢堦斒挀幵応丂桳傝丗暿偺晘抧桳傝<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝<br>仢懠偺桿摫愝旛丗僀儞僞乕儂儞,仢堦斒埬撪丂桳傝,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮巤愝擖傝塃懁墱偵偁傞乯<br>仢梞幃戝曋強丂桳傝丗俀売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強<br>仢儀價乕儀僢僪 桳傝,,仢幵堉巕偺忢旛丂桳傝丗侾侽戜乮巤愝擖岥偡偖塃懁偵忢旛偟偰偄傞乯,,堛椕巤愝
31907,1135.18626404378234.0384053836176,135.186264043782,34.0384053836176,135.186264043782,34.0384053836176,榓壧嶳導,桳揷孲,搾愺挰戝帤搾愺俀侾俇侽斣抧偺係,侽俈俁俈亅俇俀亅係俆俈侾,,俉丗俁侽乣侾俈丗侽侽,抧忋俀奒 ,搚擔丒廽擔丒擭枛擭巒,仢堦斒挀幵応丂桳傝丗侾俁戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮侾奒墱丂寶暔棤斷嬤偔乯<br>仢梞幃戝曋強丂桳傝丗侾売強,,,,嬥梈婡娭_梄曋嬊
31908,1135.14710203504634.0554123473173,135.147102035046,34.0554123473173,135.147102035046,34.0554123473173,榓壧嶳導,桳揷孲,搾愺挰揷抧愭,侽俈俁俈亅俇俁亅俀俆俀俆,,24帪娫,抧忋侾奒 ,柍媥,仢忈奞幰梡挀幵応丂桳傝丗侾戜,,仢桿摫僽儘僢僋丂桳傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮撈棫岞廜僩僀儗撪偵偁傞乯<br>仢梞幃戝曋強丂桳傝丗侾売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,,,僩僀儗
31909,1135.24470520507934.0618247692841,135.244705205079,34.0618247692841,135.244705205079,34.0618247692841,榓壧嶳導,桳揷孲,桳揷愳挰摽揷俆侽俁亅侾,侽俈俁俈亅俁俀亅俀侽侽俁,,廔擔,抧忋侾奒 ,側偟,仢堦斒挀幵応丂桳傝丗侾俉戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮峊偊幒偺椬乯<br>仢梞幃戝曋強丂桳傝丗俀売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,仢幵堉巕梡揹榖丂桳傝丗侾売強,仢幵堉巕偺忢旛丂桳傝丗侾戜乮擖岥晅嬤偵忢旛乯,,偦偺懠
31910,1135.24319422134.0545529288341,135.243194221,34.0545529288341,135.243194221,34.0545529288341,榓壧嶳導,桳揷孲,桳揷愳挰摽揷侾係侾俈斣抧,侽俈俁俈亅俀俀亅俈侾侾俈,,侾侽丗侽侽乣侾俆丗俁侽,抧忋俀奒 ,搚擔丒廽擔丒擭枛擭巒丒杶媥傒,仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,仢桿摫僽儘僢僋丂桳傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮侾F乯<br>仢梞幃戝曋強丂桳傝丗俁売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,,,偦偺懠
31911,1135.16165782156133.8884049284474,135.161657821561,33.8884049284474,135.161657821561,33.8884049284474,榓壧嶳導,屼朧巗,搰俁俇俋,侽俈俁俉亅俀俁亅俆俇係俆,,俉丗俁侽乣侾俈丗俁侽,抧忋侾奒 ,搚擔丒廽擔丒擭枛擭巒,仢堦斒挀幵応丂桳傝丗俉戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝<br>仢懠偺桿摫愝旛丗僀儞僞乕儂儞,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮侾F嵍懁乯<br>仢梞幃戝曋強丂桳傝丗侾売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,,,偦偺懠
31912,1135.29531267536133.9592457559185,135.295312675361,33.9592457559185,135.295312675361,33.9592457559185,榓壧嶳導,擔崅孲,擔崅愳挰戝帤崅捗旜俈侾俉亅俁,侽俈俁俉亅俆係亅侽俁俀俇,,俋丗侽侽乣侾俈丗俁侽乮栭娫棙梡偑偁傞応崌偼俀俀丗侽侽乯,抧忋俁奒 ,擭枛擭巒,仢堦斒挀幵応丂桳傝丗侾俆侾戜<br>仢忈奞幰梡挀幵応丂桳傝丗俁戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝,仢堦斒埬撪丂桳傝,仢堦斒梡僄儗儀乕僞乕丂桳傝<br>仢忈奞幰梡僄儗儀乕僞乕丂桳傝乮掅埵抲憖嶌斦丒揰帤昞帵乯,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗俀売強<br>仢梞幃戝曋強丂桳傝丗侾俁売強<br>仢庤偡傝晅曋強丂桳傝丗俆売強<br>仢僆僗僩儊僀僩懳墳曋強 桳傝<br>仢儀價乕僠僃傾 桳傝<br>仢儀價乕儀僢僪 桳傝<br>仸巤愝擖岥偡偖嵍懁,,仢幵堉巕偺忢旛丂桳傝丗侾戜乮巤愝擖岥偡偖嵍懁偵忢旛乯,,暥壔巤愝
31913,1135.15269845352533.9013982700561,135.152698453525,33.9013982700561,135.152698453525,33.9013982700561,榓壧嶳導,屼朧巗,搾愳挰嵿晹係俉俆,侽俈俁俉亅俀俁亅俀俁俋係,,俋丗侽侽乣侾俀丗侽侽丂侾俁丗侽侽乣侾係丗俁侽,抧忋俀奒 ,搚擔丒廽擔,仢堦斒挀幵応丂桳傝丗俀係戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,仢桿摫僽儘僢僋丂桳傝<br>仢懠偺桿摫愝旛丗奒抜庤悹傝偵揰帤偁傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮擖岥捠楬塃懁乯<br>仢梞幃戝曋強丂桳傝丗侾売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,仢幵堉巕偺忢旛丂桳傝丗侾戜乮擖岥嵍懁乯,,暥壔巤愝
31914,1135.11146748389433.9561300408162,135.111467483894,33.9561300408162,135.111467483894,33.9561300408162,榓壧嶳導,擔崅孲,桼椙挰垻屗侾侽侽俀亅俁俈,侽俈俁俉亅俇俆亅侾俉侽侾,,俀係帪娫,抧忋侾奒 ,柍媥,<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,仢桿摫僽儘僢僋丂桳傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮撈棫岞廜僩僀儗撪偵偁傞乯<br>仢梞幃戝曋強丂桳傝丗侾売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,,,僩僀儗
31915,1135.11640199753633.9590295541177,135.116401997536,33.9590295541177,135.116401997536,33.9590295541177,榓壧嶳導,擔崅孲,桼椙挰戝帤垻屗俈侽俉斣抧偺侾,侽俈俁俉亅俇俆亅侽侽係俋,,俉丗俁侽乣侾俈丗俁侽,抧忋俁奒 ,搚擔丒廽擔丒擭枛擭巒,仢堦斒挀幵応丂桳傝丗係係戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,仢懠偺桿摫愝旛丗僀儞僞乕儂儞,,仢堦斒梡僄儗儀乕僞乕丂桳傝<br>仢忈奞幰梡僄儗儀乕僞乕丂桳傝乮掅埵抲憖嶌斦丒揰帤昞帵丒壒惡埬撪乯,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮怑堳幒偺惓柺乯<br>仢梞幃戝曋強丂桳傝丗侾売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,,,暥壔巤愝
31918,1135.15970711787533.8671800936834,135.159707117875,33.8671800936834,135.159707117875,33.8671800936834,榓壧嶳導,屼朧巗,墫壆挰撿墫壆係俆侽斣俀俇,侽俈俁俉亅俀俀亅係侾侾侾,,24帪娫,抧忋侾奒 ,柍媥,仢堦斒挀幵応丂桳傝丗侾俇戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,,仢桿摫僽儘僢僋丂桳傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮撈棫岞廜僩僀儗乯,,,,僩僀儗
31919,1135.16147258113533.9065323485966,135.161472581135,33.9065323485966,135.161472581135,33.9065323485966,榓壧嶳導,屼朧巗,搾愳挰彫徏尨係俁偺侾,侽俈俁俉亅俀俀亅係侽侾侾,,俉丗俁侽乣侾俈丗俁侽,抧忋俁奒 ,搚擔丒廽擔丒擭枛擭巒,仢堦斒挀幵応丂桳傝丗俀俆戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮惓柺擖岥嵍懁乯<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,,,暥壔巤愝
31920,1135.52607652135833.8013228531074,135.526076521358,33.8013228531074,135.526076521358,33.8013228531074,榓壧嶳導,揷曈巗,拞曈楬挰愳崌侾係俋俇,侽俈俁俋亅俇係亅侽俁侽侽,,掕傑偭偰偄側偄,抧忋侾奒 ,側偟,仢堦斒挀幵応丂桳傝丗俉戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,仢桿摫僽儘僢僋丂桳傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮巤愝擖傝儂乕儖庤慜塃懁乯<br>仢梞幃戝曋強丂桳傝丗侾売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,仢幵堉巕偺忢旛丂桳傝丗侾戜乮儂乕儖庤慜塃懁偵忢旛乯,,偦偺懠
31921,1135.42084834237733.6982809692673,135.420848342377,33.6982809692673,135.420848342377,33.6982809692673,榓壧嶳導,惣柎楰孲,忋晉揷挰挬棃俀俈俆侽乮挬棃彫妛峑撪乯,侽俈俁俋亅係俈亅俆俋俁侽乮忋晉揷挰嫵堢埾堳夛乯,,妛峑廔嬈屻乣侾俈丗俁侽,抧忋侾奒 ,擔梛,仢堦斒挀幵応丂桳傝丗俇係戜<br>仢忈奞幰梡挀幵応丂桳傝丗俀戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,仢桿摫僽儘僢僋丂桳傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮偁偡側傠戞堦妛摱曐堢強擖傝塃懁乯<br>仢梞幃戝曋強丂桳傝丗係売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,,,暥壔巤愝
31922,1135.42751963399533.7180280404683,135.427519633995,33.7180280404683,135.427519633995,33.7180280404683,榓壧嶳導,惣柎楰孲,忋晉揷挰惗攏帤徏旜俁侾俇斣抧偺俆俆懠,侽俈俁俋亅係俈亅俆俋俁侽乮忋晉揷挰嫵堢埾堳夛惗奤妛廗壽乯,,俉丗俁侽乣侾俈丗俁侽,抧忋俀奒 ,擔梛,仢堦斒挀幵応丂桳傝丗俋戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,仢桿摫僽儘僢僋丂桳傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮巤愝擖岥塃懁丄庴晅偺嵍懁乯<br>仢梞幃戝曋強丂桳傝丗俀売強,,,,暥壔巤愝
31923,1135.78365987394433.8232422314993,135.783659873944,33.8232422314993,135.783659873944,33.8232422314993,榓壧嶳導,揷曈巗,杮媨挰惪愳俆俆亅侾俉,侽俈俁俆亅係俀亅侽侽侾俁,,俋丗侽侽乣侾俀丗侽侽丂侾係丗侽侽乣侾俇丗侽侽,抧忋侾奒 ,嬥丄擔廽擔丄搚梛屵屻,仢堦斒挀幵応丂桳傝丗俁戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜,仢桿摫僽儘僢僋丂桳傝<br>仢懠偺桿摫愝旛丗僀儞僞乕儂儞,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮巤愝擖傝庴晅偺岦懁乯<br>仢梞幃戝曋強丂桳傝丗侾売強<br>仢庤偡傝晅曋強丂桳傝丗侾売強,,仢幵堉巕偺忢旛丂桳傝丗侾戜乮庴晅慜楲壓撍偒摉傝恌嶡幒晅嬤偵忢旛乯,,堛椕巤愝
31924,1135.99021358381233.7210864762472,135.990213583812,33.7210864762472,135.990213583812,33.7210864762472,榓壧嶳導,怴媨巗,椢儢媢俀挌栚侾斣俀侽崋,侽俈俁俆亅俀侾亅俀侾侾侽,,俋丗侽侽乣俀侾丗侽侽丄係丗侽侽乣俇丗俁侽,抧忋侾奒 ,擔廽擔,仢堦斒挀幵応丂桳傝丗俀侽戜<br>仢忈奞幰梡挀幵応丂桳傝丗侾戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝,,,仢忈奞幰乮幵堉巕乯梡曋強丂桳傝丗侾売強乮巤愝擖傝偡偖嵍懁乯<br>仢梞幃戝曋強丂桳傝丗俁売強<br>仢庤偡傝晅曋強丂桳傝丗俁売強,,仢幵堉巕偺忢旛丂桳傝丗俆戜乮巤愝擖傝嵍懁偺楲壓偵忢旛乯,,堛椕巤愝
31925,1135.12523420783534.2543256883733,135.125234207835,34.2543256883733,135.125234207835,34.2543256883733,榓壧嶳導,榓壧嶳巗,墊尨俀侽係亅俀侽,侽俈俁亅係俆俆亅侾俆俆俈,,寧乣嬥俋丗侽侽乣侾俋丗侽侽丄栘俋丗侽侽乣侾俈丗侽侽丄搚俋丗侽侽乣侾俁丗侽侽,抧忋俀奒 ,擔丒廽擔丒媥嬊,仢堦斒挀幵応丂桳傝丗俀戜,仢巤愝擖岥傊偺幵堉巕棙梡丗壜<br>仢帺摦僪傾桳傝,仢桿摫僽儘僢僋丂桳傝,,,,,,,戝婯柾彫攧揦曑
